datetime,count
2011-01-24 06:00:00,147.038
2011-01-24 07:00:00,130.288
2011-01-24 08:00:00,99.18
2011-01-24 09:00:00,50.27
2011-01-24 10:00:00,44.664
2011-01-24 11:00:00,30.07
2011-01-24 12:00:00,20.404
2011-01-24 13:00:00,9.996
2011-01-24 14:00:00,3.62
2011-01-24 15:00:00,1.932
2011-01-24 16:00:00,1.942
2011-01-24 17:00:00,5.438
2011-01-24 18:00:00,33.856
2011-01-24 19:00:00,78.838
2011-01-24 20:00:00,187.066
2011-01-24 21:00:00,116.434
2011-01-24 22:00:00,57.49
2011-01-24 23:00:00,56.012
2011-01-25 00:00:00,108.028
2011-01-25 01:00:00,79.52
2011-01-25 02:00:00,169.708
2011-01-25 04:00:00,117.44
2011-01-25 05:00:00,66.87
2011-01-25 06:00:00,50.156
2011-01-25 07:00:00,38.868
2011-01-25 08:00:00,25.796
2011-01-25 09:00:00,9.34
2011-01-25 10:00:00,6.22
2011-01-25 11:00:00,2.882
2011-01-25 12:00:00,3.612
2011-01-25 13:00:00,29.83
2011-01-25 14:00:00,76.244
2011-01-25 15:00:00,162.584
2011-01-25 16:00:00,109.126
2011-01-25 17:00:00,50.9
2011-01-25 18:00:00,41.008
2011-01-25 19:00:00,64.19
2011-01-25 20:00:00,64.89
2011-01-25 21:00:00,37.754
2011-01-25 22:00:00,38.238
2011-01-25 23:00:00,47.926
2011-01-26 00:00:00,144.876
2011-01-26 01:00:00,62.462
2011-01-26 02:00:00,174.126
2011-01-26 05:00:00,151.688
2011-01-26 06:00:00,109.558
2011-01-26 07:00:00,79.142
2011-01-26 08:00:00,50.252
2011-01-26 09:00:00,42.622
2011-01-26 10:00:00,24.582
2011-01-26 11:00:00,13.936
2011-01-26 12:00:00,7.006
2011-01-26 13:00:00,2.076
2011-01-26 14:00:00,2.344
2011-01-26 15:00:00,6.33
2011-01-26 16:00:00,30.578
2011-01-26 17:00:00,75.044
2011-01-27 16:00:00,186.67
2011-01-27 17:00:00,118.16
2011-01-27 18:00:00,45.04
2011-01-27 19:00:00,42.932
2011-01-27 20:00:00,61.276
2011-01-27 21:00:00,62.806
2011-01-27 22:00:00,166.382
2011-01-27 23:00:00,152.408
2011-01-28 00:00:00,101.542
2011-01-28 01:00:00,66.45
2011-01-28 02:00:00,46.264
2011-01-28 03:00:00,40.516
2011-01-28 05:00:00,29.154
2011-01-28 06:00:00,27.68
2011-01-28 07:00:00,30.666
2011-01-28 08:00:00,17.392
2011-01-28 09:00:00,8.96
2011-01-28 10:00:00,3.38
2011-01-28 11:00:00,5.328
2011-01-28 12:00:00,11.264
2011-01-28 13:00:00,20.096
2011-01-28 14:00:00,38.918
2011-01-28 15:00:00,54.608
2011-01-28 16:00:00,56.774
2011-01-28 17:00:00,83.588
2011-01-28 18:00:00,114.436
2011-01-28 19:00:00,54.83
2011-01-28 20:00:00,58.416
2011-01-28 21:00:00,64.28
2011-01-28 22:00:00,121.766
2011-01-28 23:00:00,92.304
2011-01-29 00:00:00,68.55
2011-01-29 01:00:00,49.54
2011-01-29 02:00:00,38.96
2011-01-29 03:00:00,31.244
2011-01-29 04:00:00,28.762
2011-01-29 06:00:00,91.564
2011-01-29 07:00:00,131.394
2011-01-29 08:00:00,93.154
2011-01-29 09:00:00,112.628
2011-01-29 10:00:00,116.062
2011-01-29 11:00:00,104.074
2011-01-29 12:00:00,54.098
2011-01-29 13:00:00,36.438
2011-01-29 14:00:00,32.056
2011-01-29 15:00:00,22.222
2011-01-29 16:00:00,11.154
2011-01-29 17:00:00,4.7
2011-01-29 18:00:00,2.348
2011-01-29 19:00:00,2.654
2011-01-29 20:00:00,1.948
2011-01-29 21:00:00,2.878
2011-01-29 22:00:00,34.612
2011-01-29 23:00:00,73.234
2011-01-30 00:00:00,171.4
2011-01-30 01:00:00,95.32
2011-01-30 02:00:00,41.674
2011-01-30 03:00:00,46.888
2011-01-30 04:00:00,65.026
2011-01-30 05:00:00,45.226
2011-01-30 07:00:00,47.228
2011-01-30 08:00:00,50.59
2011-01-30 09:00:00,149.118
2011-01-30 10:00:00,133.082
2011-01-30 11:00:00,126.774
2011-01-30 12:00:00,50.902
2011-01-30 13:00:00,36.936
2011-01-30 14:00:00,34.286
2011-01-30 15:00:00,23.972
2011-01-30 16:00:00,69.342
2011-01-30 17:00:00,40.85
2011-01-30 18:00:00,36.766
2011-01-30 19:00:00,15.752
2011-01-30 20:00:00,8.774
2011-01-30 21:00:00,18.9
2011-01-30 22:00:00,13.064
2011-01-30 23:00:00,19.556
2011-01-31 00:00:00,51.62
2011-01-31 01:00:00,86.084
2011-01-31 02:00:00,102.322
2011-01-31 03:00:00,110.318
2011-01-31 04:00:00,120.422
2011-01-31 05:00:00,138.808
2011-01-31 06:00:00,145.852
2011-01-31 07:00:00,139.154
2011-01-31 08:00:00,130.162
2011-01-31 09:00:00,116.434
2011-01-31 10:00:00,66.918
2011-01-31 11:00:00,41.784
2011-01-31 12:00:00,39.194
2011-01-31 13:00:00,44.36
2011-01-31 14:00:00,53.946
2011-01-31 15:00:00,43.346
2011-01-31 16:00:00,48.41
2011-01-31 17:00:00,58.664
2011-01-31 18:00:00,94.966
2011-01-31 19:00:00,176.696
2011-01-31 20:00:00,89.336
2011-01-31 21:00:00,78.144
2011-01-31 22:00:00,87.612
2011-01-31 23:00:00,96.212
2011-02-20 00:00:00,113.608
2011-02-20 01:00:00,91.514
2011-02-20 02:00:00,74.938
2011-02-20 03:00:00,59.446
2011-02-20 04:00:00,122.442
2011-02-20 06:00:00,123.822
2011-02-20 07:00:00,98.954
2011-02-20 08:00:00,60.64
2011-02-20 09:00:00,44.598
2011-02-20 10:00:00,35.69
2011-02-20 11:00:00,29.688
2011-02-20 12:00:00,32.356
2011-02-20 13:00:00,91.928
2011-02-20 14:00:00,198.262
2011-02-20 15:00:00,123.098
2011-02-20 16:00:00,70.352
2011-02-20 17:00:00,81.036
2011-02-20 18:00:00,54.51
2011-02-20 19:00:00,62.664
2011-02-20 20:00:00,64.088
2011-02-20 21:00:00,155.36
2011-02-20 22:00:00,157.068
2011-02-20 23:00:00,92.166
2011-02-21 00:00:00,69.49
2011-02-21 01:00:00,51.096
2011-02-21 02:00:00,39.044
2011-02-21 03:00:00,30.298
2011-02-21 04:00:00,15.612
2011-02-21 05:00:00,8.392
2011-02-21 06:00:00,4.496
2011-02-21 07:00:00,3.764
2011-02-21 08:00:00,6.944
2011-02-21 09:00:00,36.502
2011-02-21 10:00:00,88.198
2011-02-21 11:00:00,192.9
2011-02-21 12:00:00,124.892
2011-02-21 13:00:00,73.052
2011-02-21 14:00:00,86.496
2011-02-21 15:00:00,98.106
2011-02-21 16:00:00,83.22
2011-02-21 17:00:00,95.68
2011-02-21 18:00:00,230.728
2011-02-21 19:00:00,190.428
2011-02-21 20:00:00,75.892
2011-02-21 21:00:00,38.114
2011-02-21 22:00:00,18.438
2011-02-21 23:00:00,6.756
2011-02-22 06:00:00,2.606
2011-02-22 07:00:00,2.304
2011-02-22 08:00:00,6.132
2011-02-22 09:00:00,36.94
2011-02-22 10:00:00,95.13
2011-02-22 11:00:00,235.826
2011-02-22 12:00:00,125.486
2011-02-22 13:00:00,72.512
2011-02-22 14:00:00,83.7
2011-02-22 15:00:00,89.19
2011-02-22 16:00:00,90.268
2011-02-22 17:00:00,85.18
2011-02-22 18:00:00,83.598
2011-02-22 19:00:00,108.23
2011-02-22 20:00:00,223.31
2011-02-22 21:00:00,161.162
2011-02-22 22:00:00,85.682
2011-02-22 23:00:00,69.514
2011-02-23 00:00:00,69.674
2011-02-23 01:00:00,54.026
2011-02-23 02:00:00,45.814
2011-02-23 03:00:00,4.602
2011-02-23 05:00:00,10.77
2011-02-23 06:00:00,54.51
2011-02-23 07:00:00,91.944
2011-02-23 08:00:00,261.962
2011-02-23 09:00:00,70.166
2011-02-23 10:00:00,55.048
2011-02-23 11:00:00,143.614
2011-02-23 12:00:00,152.218
2011-02-23 13:00:00,144.584
2011-02-23 14:00:00,147.852
2011-02-23 15:00:00,155.184
2011-02-23 16:00:00,90.952
2011-02-23 17:00:00,214.944
2011-02-23 18:00:00,166.784
2011-02-23 19:00:00,101.022
2011-02-23 20:00:00,70.578
2011-02-23 21:00:00,72.77
2011-02-23 22:00:00,51.564
2011-02-23 23:00:00,41.01
2011-02-24 00:00:00,36.088
2011-02-24 01:00:00,29.246
2011-02-24 02:00:00,18.798
2011-02-24 03:00:00,11.324
2011-02-24 05:00:00,4.388
2011-02-24 06:00:00,3.07
2011-02-24 07:00:00,11.238
2011-02-24 08:00:00,83.716
2011-02-24 09:00:00,89.424
2011-02-24 10:00:00,106.232
2011-02-24 11:00:00,119.236
2011-02-24 12:00:00,95.438
2011-02-24 13:00:00,107.612
2011-02-24 14:00:00,125.068
2011-02-24 15:00:00,160.468
2011-02-24 16:00:00,130.0
2011-02-24 17:00:00,93.156
2011-02-24 18:00:00,73.326
2011-02-24 19:00:00,60.326
2011-02-24 20:00:00,52.392
2011-02-24 21:00:00,47.264
2011-02-24 22:00:00,35.974
2011-02-24 23:00:00,41.372
2011-02-25 00:00:00,26.646
2011-02-25 01:00:00,14.27
2011-02-25 02:00:00,5.796
2011-02-25 03:00:00,10.782
2011-02-25 05:00:00,91.182
2011-02-25 06:00:00,78.03
2011-02-25 07:00:00,96.212
2011-02-25 08:00:00,108.95
2011-02-25 09:00:00,145.492
2011-02-25 10:00:00,196.692
2011-02-25 11:00:00,194.742
2011-02-25 12:00:00,150.868
2011-02-25 13:00:00,133.42
2011-02-25 14:00:00,110.806
2011-02-25 15:00:00,97.746
2011-02-25 16:00:00,85.282
2011-02-25 17:00:00,71.934
2011-02-25 18:00:00,50.046
2011-02-25 19:00:00,45.63
2011-02-25 20:00:00,11.834
2011-02-25 21:00:00,3.42
2011-02-25 22:00:00,55.036
2011-02-25 23:00:00,152.11
2011-02-26 00:00:00,271.052
2011-02-26 01:00:00,121.22
2011-02-26 02:00:00,121.984
2011-02-26 03:00:00,130.126
2011-02-26 04:00:00,148.984
2011-02-26 05:00:00,66.608
2011-02-26 06:00:00,45.958
2011-02-26 07:00:00,41.01
2011-02-26 08:00:00,72.84
2011-02-26 09:00:00,142.898
2011-02-26 10:00:00,156.992
2011-02-26 11:00:00,106.364
2011-02-26 12:00:00,74.132
2011-02-26 13:00:00,74.706
2011-02-26 14:00:00,42.468
2011-02-26 15:00:00,42.468
2011-02-26 16:00:00,53.622
2011-02-26 17:00:00,46.666
2011-02-26 18:00:00,36.148
2011-02-26 19:00:00,27.83
2011-02-26 20:00:00,8.29
2011-02-26 21:00:00,4.428
2011-02-26 22:00:00,7.948
2011-02-26 23:00:00,17.384
2011-02-27 00:00:00,45.062
2011-02-27 01:00:00,99.046
2011-02-27 02:00:00,117.652
2011-02-27 03:00:00,118.494
2011-02-27 04:00:00,126.446
2011-02-27 06:00:00,188.476
2011-02-27 07:00:00,141.636
2011-02-27 08:00:00,113.662
2011-02-27 09:00:00,104.812
2011-02-27 10:00:00,88.772
2011-02-27 11:00:00,74.668
2011-02-27 12:00:00,53.4
2011-02-27 13:00:00,47.062
2011-02-27 14:00:00,14.344
2011-02-27 15:00:00,7.1
2011-02-27 16:00:00,3.736
2011-02-27 17:00:00,19.25
2011-02-27 18:00:00,69.134
2011-02-27 19:00:00,121.77
2011-02-27 20:00:00,336.456
2011-02-27 21:00:00,135.838
2011-02-27 22:00:00,109.564
2011-02-27 23:00:00,127.124
2011-02-28 00:00:00,136.164
2011-02-28 01:00:00,158.962
2011-02-28 03:00:00,150.688
2011-02-28 05:00:00,167.448
2011-02-28 06:00:00,249.148
2011-02-28 07:00:00,439.436
2011-02-28 08:00:00,434.89
2011-02-28 09:00:00,350.206
2011-02-28 10:00:00,220.748
2011-02-28 11:00:00,105.53
2011-02-28 12:00:00,115.328
2011-02-28 13:00:00,59.402
2011-02-28 14:00:00,31.77
2011-02-28 15:00:00,7.83
2011-02-28 16:00:00,7.346
2011-02-28 17:00:00,4.278
2011-02-28 18:00:00,5.018
2011-02-28 19:00:00,17.88
2011-02-28 20:00:00,85.252
2011-02-28 21:00:00,197.588
2011-02-28 22:00:00,395.266
2011-02-28 23:00:00,165.448
2011-03-20 00:00:00,122.93
2011-03-20 01:00:00,127.532
2011-03-20 02:00:00,155.112
2011-03-20 03:00:00,143.486
2011-03-20 04:00:00,139.24
2011-03-20 05:00:00,143.718
2011-03-20 06:00:00,242.236
2011-03-20 07:00:00,450.306
2011-03-20 08:00:00,417.024
2011-03-20 09:00:00,250.922
2011-03-20 10:00:00,146.594
2011-03-20 11:00:00,118.316
2011-03-20 12:00:00,118.154
2011-03-20 13:00:00,91.79
2011-03-20 14:00:00,34.924
2011-03-20 15:00:00,12.374
2011-03-20 16:00:00,6.824
2011-03-20 17:00:00,3.416
2011-03-20 18:00:00,12.622
2011-03-20 19:00:00,69.244
2011-03-20 20:00:00,130.448
2011-03-20 21:00:00,403.878
2011-03-20 22:00:00,137.616
2011-03-20 23:00:00,85.724
2011-03-21 00:00:00,95.314
2011-03-21 01:00:00,96.646
2011-03-21 02:00:00,83.942
2011-03-21 03:00:00,126.176
2011-03-21 05:00:00,104.474
2011-03-21 06:00:00,137.532
2011-03-21 07:00:00,333.25
2011-03-21 08:00:00,205.852
2011-03-21 09:00:00,136.932
2011-03-21 10:00:00,53.018
2011-03-21 11:00:00,42.01
2011-03-21 12:00:00,64.332
2011-03-21 13:00:00,20.438
2011-03-21 14:00:00,8.84
2011-03-21 15:00:00,9.058
2011-03-21 16:00:00,7.33
2011-03-21 17:00:00,4.906
2011-03-21 18:00:00,13.904
2011-03-21 19:00:00,48.456
2011-03-21 20:00:00,135.494
2011-03-21 21:00:00,228.136
2011-03-21 22:00:00,167.088
2011-03-21 23:00:00,77.12
2011-03-22 00:00:00,72.294
2011-03-22 01:00:00,95.686
2011-03-22 02:00:00,107.464
2011-03-22 03:00:00,103.868
2011-03-22 04:00:00,80.37
2011-03-22 05:00:00,89.906
2011-03-22 06:00:00,264.182
2011-03-22 07:00:00,201.56
2011-03-22 08:00:00,144.114
2011-03-22 09:00:00,78.024
2011-03-22 10:00:00,63.55
2011-03-22 11:00:00,57.538
2011-03-22 12:00:00,40.014
2011-03-22 13:00:00,18.27
2011-03-22 14:00:00,6.436
2011-03-22 15:00:00,4.03
2011-03-22 16:00:00,4.38
2011-03-22 17:00:00,2.702
2011-03-22 18:00:00,9.798
2011-03-22 19:00:00,40.604
2011-03-22 20:00:00,137.836
2011-03-22 21:00:00,324.614
2011-03-22 22:00:00,169.72
2011-03-22 23:00:00,96.606
2011-03-23 00:00:00,126.438
2011-03-23 01:00:00,115.512
2011-03-23 02:00:00,161.704
2011-03-23 03:00:00,135.72
2011-03-23 05:00:00,190.978
2011-03-23 06:00:00,309.468
2011-03-23 07:00:00,225.988
2011-03-23 08:00:00,150.642
2011-03-23 09:00:00,108.44
2011-03-23 10:00:00,103.122
2011-03-23 11:00:00,82.612
2011-03-23 12:00:00,73.746
2011-03-23 13:00:00,79.56
2011-03-23 14:00:00,71.178
2011-03-23 15:00:00,23.072
2011-03-23 16:00:00,15.708
2011-03-23 17:00:00,13.646
2011-03-23 18:00:00,6.48
2011-03-23 19:00:00,14.366
2011-03-23 20:00:00,25.028
2011-03-23 21:00:00,55.344
2011-03-23 22:00:00,98.714
2011-03-23 23:00:00,93.702
2011-03-24 00:00:00,107.244
2011-03-24 01:00:00,147.518
2011-03-24 02:00:00,209.676
2011-03-24 03:00:00,229.11
2011-03-24 04:00:00,232.91
2011-03-24 05:00:00,227.616
2011-03-24 06:00:00,255.808
2011-03-24 07:00:00,187.436
2011-03-24 08:00:00,108.78
2011-03-24 09:00:00,86.84
2011-03-24 10:00:00,67.224
2011-03-24 11:00:00,77.252
2011-03-24 12:00:00,46.984
2011-03-24 13:00:00,77.79
2011-03-24 14:00:00,30.464
2011-03-24 15:00:00,21.66
2011-03-24 16:00:00,20.06
2011-03-24 17:00:00,8.324
2011-03-24 18:00:00,12.842
2011-03-24 19:00:00,18.726
2011-03-24 20:00:00,45.728
2011-03-24 21:00:00,69.638
2011-03-24 22:00:00,73.912
2011-03-24 23:00:00,72.534
2011-03-25 00:00:00,118.512
2011-03-25 01:00:00,131.49
2011-03-25 02:00:00,166.248
2011-03-25 03:00:00,172.052
2011-03-25 04:00:00,237.408
2011-03-25 05:00:00,148.92
2011-03-25 06:00:00,153.51
2011-03-25 07:00:00,93.862
2011-03-25 08:00:00,94.174
2011-03-25 09:00:00,88.636
2011-03-25 10:00:00,40.782
2011-03-25 11:00:00,16.182
2011-03-25 12:00:00,8.642
2011-03-25 13:00:00,11.338
2011-03-25 14:00:00,10.822
2011-03-25 15:00:00,13.666
2011-03-25 16:00:00,69.85
2011-03-25 17:00:00,131.132
2011-03-25 18:00:00,310.684
2011-03-25 19:00:00,157.518
2011-03-25 20:00:00,87.652
2011-03-25 21:00:00,85.842
2011-03-25 22:00:00,123.34
2011-03-25 23:00:00,141.664
2011-03-26 00:00:00,145.4
2011-03-26 01:00:00,187.166
2011-03-26 02:00:00,339.266
2011-03-26 03:00:00,278.764
2011-03-26 04:00:00,162.922
2011-03-26 05:00:00,162.614
2011-03-26 06:00:00,145.118
2011-03-26 07:00:00,111.674
2011-03-26 08:00:00,79.196
2011-03-26 09:00:00,66.736
2011-03-26 10:00:00,53.734
2011-03-26 11:00:00,53.644
2011-03-26 12:00:00,71.4
2011-03-26 13:00:00,8.048
2011-03-26 14:00:00,70.37
2011-03-26 15:00:00,72.8
2011-03-26 16:00:00,133.802
2011-03-26 17:00:00,328.766
2011-03-26 18:00:00,164.802
2011-03-26 19:00:00,116.418
2011-03-26 20:00:00,154.296
2011-03-26 21:00:00,162.61
2011-03-26 22:00:00,153.544
2011-03-26 23:00:00,150.558
2011-03-27 00:00:00,156.776
2011-03-27 01:00:00,195.62
2011-03-27 02:00:00,391.894
2011-03-27 03:00:00,365.572
2011-03-27 04:00:00,188.26
2011-03-27 06:00:00,178.246
2011-03-27 07:00:00,74.76
2011-03-27 08:00:00,33.184
2011-03-27 09:00:00,70.28
2011-03-27 10:00:00,184.708
2011-03-27 11:00:00,394.324
2011-03-27 12:00:00,157.732
2011-03-27 13:00:00,114.734
2011-03-27 14:00:00,111.786
2011-03-27 15:00:00,127.888
2011-03-27 16:00:00,128.016
2011-03-27 17:00:00,124.166
2011-03-27 18:00:00,60.5
2011-03-27 19:00:00,52.16
2011-03-27 20:00:00,203.198
2011-03-27 21:00:00,174.892
2011-03-27 22:00:00,108.682
2011-03-27 23:00:00,67.566
2011-03-28 00:00:00,56.524
2011-03-28 01:00:00,38.56
2011-03-28 02:00:00,26.73
2011-03-28 03:00:00,13.706
2011-03-28 05:00:00,6.84
2011-03-28 06:00:00,4.494
2011-03-28 07:00:00,3.526
2011-03-28 08:00:00,3.026
2011-03-28 09:00:00,10.686
2011-03-28 10:00:00,37.618
2011-03-28 11:00:00,134.398
2011-03-28 12:00:00,327.518
2011-03-28 13:00:00,161.8
2011-03-28 14:00:00,76.182
2011-03-28 15:00:00,57.29
2011-03-28 16:00:00,89.492
2011-03-28 17:00:00,98.222
2011-03-28 18:00:00,88.012
2011-03-28 19:00:00,62.738
2011-03-28 20:00:00,72.316
2011-03-28 21:00:00,212.514
2011-03-28 22:00:00,174.116
2011-03-28 23:00:00,120.964
2011-03-29 00:00:00,56.784
2011-03-29 01:00:00,62.584
2011-03-29 02:00:00,48.174
2011-03-29 03:00:00,34.886
2011-03-29 04:00:00,35.446
2011-03-29 05:00:00,5.894
2011-03-29 06:00:00,7.674
2011-03-29 07:00:00,5.014
2011-03-29 08:00:00,13.904
2011-03-29 09:00:00,64.204
2011-03-29 10:00:00,374.236
2011-03-29 11:00:00,190.278
2011-03-29 12:00:00,151.194
2011-03-29 13:00:00,170.808
2011-03-29 14:00:00,143.066
2011-03-29 15:00:00,144.004
2011-03-29 16:00:00,141.65
2011-03-29 17:00:00,140.748
2011-03-29 18:00:00,238.494
2011-03-29 19:00:00,520.018
2011-03-29 20:00:00,419.61
2011-03-29 21:00:00,395.948
2011-03-29 22:00:00,262.898
2011-03-29 23:00:00,159.292
2011-03-30 00:00:00,125.224
2011-03-30 01:00:00,102.144
2011-03-30 02:00:00,69.588
2011-03-30 03:00:00,61.144
2011-03-30 04:00:00,80.982
2011-03-30 05:00:00,37.174
2011-03-30 06:00:00,50.194
2011-03-30 07:00:00,50.524
2011-03-30 08:00:00,80.434
2011-03-30 09:00:00,118.078
2011-03-30 10:00:00,348.084
2011-03-30 11:00:00,116.226
2011-03-30 12:00:00,97.084
2011-03-30 13:00:00,100.16
2011-03-30 14:00:00,160.098
2011-03-30 15:00:00,183.342
2011-03-30 16:00:00,179.546
2011-03-30 17:00:00,171.826
2011-03-30 18:00:00,206.488
2011-03-30 19:00:00,398.46
2011-03-30 20:00:00,367.69
2011-03-30 21:00:00,226.734
2011-03-30 22:00:00,187.744
2011-03-30 23:00:00,98.564
2011-03-31 00:00:00,101.636
2011-03-31 01:00:00,76.768
2011-03-31 02:00:00,43.95
2011-03-31 03:00:00,37.788
2011-03-31 04:00:00,45.948
2011-03-31 05:00:00,25.234
2011-03-31 06:00:00,36.168
2011-03-31 07:00:00,53.16
2011-03-31 08:00:00,76.408
2011-03-31 09:00:00,120.63
2011-03-31 10:00:00,318.168
2011-03-31 11:00:00,114.41
2011-03-31 12:00:00,107.39
2011-03-31 13:00:00,87.166
2011-03-31 14:00:00,109.634
2011-03-31 15:00:00,79.802
2011-03-31 16:00:00,71.03
2011-03-31 17:00:00,85.73
2011-03-31 18:00:00,110.57
2011-03-31 19:00:00,162.056
2011-03-31 20:00:00,112.118
2011-03-31 21:00:00,94.5
2011-03-31 22:00:00,78.062
2011-03-31 23:00:00,62.098
2011-04-20 00:00:00,56.374
2011-04-20 01:00:00,71.796
2011-04-20 02:00:00,50.526
2011-04-20 03:00:00,32.29
2011-04-20 04:00:00,29.192
2011-04-20 05:00:00,22.338
2011-04-20 06:00:00,37.15
2011-04-20 07:00:00,60.164
2011-04-20 08:00:00,59.96
2011-04-20 09:00:00,62.334
2011-04-20 10:00:00,100.194
2011-04-20 11:00:00,107.354
2011-04-20 12:00:00,163.514
2011-04-20 13:00:00,173.752
2011-04-20 14:00:00,177.772
2011-04-20 15:00:00,195.456
2011-04-20 16:00:00,229.374
2011-04-20 17:00:00,367.466
2011-04-20 18:00:00,293.268
2011-04-20 19:00:00,210.248
2011-04-20 20:00:00,149.25
2011-04-20 21:00:00,141.278
2011-04-20 22:00:00,132.464
2011-04-20 23:00:00,77.118
2011-04-21 00:00:00,80.968
2011-04-21 01:00:00,64.686
2011-04-21 02:00:00,44.006
2011-04-21 03:00:00,27.05
2011-04-21 04:00:00,7.938
2011-04-21 05:00:00,14.584
2011-04-21 06:00:00,85.232
2011-04-21 07:00:00,178.732
2011-04-21 08:00:00,233.318
2011-04-21 09:00:00,305.556
2011-04-21 10:00:00,308.51
2011-04-21 11:00:00,314.774
2011-04-21 12:00:00,363.6503333333334
2011-04-21 13:00:00,318.974
2011-04-21 14:00:00,374.98806666666667
2011-04-21 15:00:00,373.21343333333334
2011-04-21 16:00:00,323.404
2011-04-21 17:00:00,206.918
2011-04-21 18:00:00,131.524
2011-04-21 19:00:00,84.2
2011-04-21 20:00:00,70.782
2011-04-21 21:00:00,62.21
2011-04-21 22:00:00,10.638
2011-04-21 23:00:00,9.454
2011-04-22 00:00:00,4.746
2011-04-22 01:00:00,174.67
2011-04-22 02:00:00,325.314
2011-04-22 03:00:00,157.962
2011-04-22 04:00:00,143.822
2011-04-22 05:00:00,160.476
2011-04-22 06:00:00,188.794
2011-04-22 07:00:00,186.952
2011-04-22 08:00:00,152.41
2011-04-22 09:00:00,151.724
2011-04-22 10:00:00,249.092
2011-04-22 11:00:00,534.426
2011-04-22 12:00:00,439.624
2011-04-22 13:00:00,352.208
2011-04-22 14:00:00,241.812
2011-04-22 15:00:00,165.328
2011-04-22 16:00:00,114.094
2011-04-22 17:00:00,68.538
2011-04-22 18:00:00,38.588
2011-04-22 19:00:00,13.402
2011-04-22 20:00:00,6.256
2011-04-22 21:00:00,2.826
2011-04-22 22:00:00,4.978
2011-04-22 23:00:00,17.414
2011-04-23 00:00:00,81.356
2011-04-23 01:00:00,177.528
2011-04-23 02:00:00,335.656
2011-04-23 03:00:00,175.278
2011-04-23 04:00:00,141.208
2011-04-23 05:00:00,159.556
